Id,Type,Code,Name,Address1,Address2,Town,County,Country,PostCode,Telephone,FAX,Group_1,Group_2,Group_3,Group_4,Text_1,Text_2,Text_3,Text_4,Text_5,Number_1,Number_2,Number_3,Number_4,Number_5,Notes,Last_Update,Last_User,EMailNumber,Link_1,Link_2,Link_3,Link_4,Link_5,Checksum,NI_Building_Type,NI_Building_Category,Status,Number_6,Number_7,Number_8,Number_9,Number_10,Text_6,Text_7,Text_8,Text_9,Text_10,Factor_Region_Id,Latitude,Longitude
386,NULL,BBA1592-0001,SSW : Strand Exmouth,Strand,,Exmouth,Devon,,EX8 1HP,,,0,0,0,73,16/05/2024,60 days,,,,0,0,0,0,0,,2023-06-01 12:24:54.000,becky.jardine,,,,,,,163915072,0,0,0,0,0,0,0,0,,,,,,280,0,0
387,NULL,BBA1592-0002,SSW : Film Centre Penel Orlieu - COT 24/12/2023,The Film Centre,Penel Orlieu,Bridgewater,Somerset,,TA6 3PH,,,0,0,0,74,16/05/2024,60 days,,,,0,0,0,0,0,,2024-09-03 15:22:30.000,becky.jardine,,,,,,,-363745713,0,0,0,0,0,0,0,0,,,,,,280,0,0
388,NULL,BBA1592-0003,SSW : Regent Cinema - CLOSED August 21,Broad Street,,Lyme Regis,Dorset,,DT7 3JB,,,0,0,0,73,24/05/2020,60 days,,,,0,0,0,0,0,,2022-09-23 12:41:37.000,paul.mallett,,,,,,,752991752,0,0,279,0,0,0,0,0,,,,,,280,0,0
389,NULL,BBA1592-0004,"SSW : Radway Cinema ",Radway Place,,Sidmouth,Devon,,EX10 8TL,,,0,0,0,73,16/05/2024,60 days,,,,0,0,0,0,0,,2023-06-01 12:24:41.000,becky.jardine,,,,,,,687792663,0,0,0,0,0,0,0,0,,,,,,280,0,0
390,NULL,BBA1592-0005,SSW : Alexandra Cinema,Market Street,,Newton Abbot,Devon,,TQ12 2RB,,,0,0,0,73,16/05/2024,60 days,,,,0,0,0,0,0,"Address on the Crown Invoice 
WTW CINEMAS LTD
17-19
MARKET WALK
NEWTON ABBOT
TQ12 2RX",2025-05-12 10:23:38.000,becky.jardine,,,,,,,-27531401,0,0,0,0,0,0,0,0,,,,,,280,0,0
392,*,BBA1593-0001,ICP : InfraRed Capital Partners,12 Charles ll Road,,LONDON,,,SW1Y 4QU,0207 484 1800,,0,0,0,70,09/04/2020,,,,,0,0,0,0,0,,2019-09-04 10:08:53.000,evonne.dent,,,,,,,607906569,0,0,0,0,0,0,0,0,,,,,,280,0,0
393,NULL,BBA1595-0001,"SCL : Central Cinema ",77 Boutport Street,,Barnstaple,Devon,,EX31 1SR,01271 370022,,0,0,0,0,24/05/2020,,,,,0,0,0,0,0,,2019-10-24 11:14:02.000,evonne.dent,,,,,,,-733561867,0,0,0,0,0,0,0,0,,,,,,280,0,0
395,*,BBA1596-0001,MTK : The Muay Thai Kitchen Ltd,"1st Floor, 21 Hallgate",,Wigan,,,WN1 1LR,07944004455,,0,0,0,0,,,,,,0,0,0,0,0,,2018-06-18 13:13:35.000,evonne.dent,,,,,,,1825368727,0,0,0,0,0,0,0,0,,,,,,0,0,0
398,*,BBA1596-0001,"MPX : DAMAC Tower, E.ON TBS",69 - 71 Bondway,Parry Street,London,,,SW8 1SQ,,,0,0,0,0,15/01/2020,120,,,,0,0,0,0,0,,2022-08-22 17:13:07.000,kim.dring,,,,,,,2087916825,0,0,276,0,0,0,0,0,,,,,,280,0,0
399,*,BBA1596-0002,"MPX : Nine Elms ",1 Nine Elms,Vauxhall,LONDON,,,SW8 9NQ,,,0,0,0,353,15/01/2020,,,,,0,0,0,0,0,,2019-02-21 10:06:57.000,paul.mallett,,,,,,,1411981062,0,0,0,0,0,0,0,0,,,,,,280,0,0
400,*,BBA1596-0003,MPX : 22 Bishopsgate CLOSED JULY 2020,22 Bishopsgate,,London,,,EC2N 4AH,,,0,0,0,353,15/01/2020,,,,,0,0,0,0,0,,2022-07-19 08:37:48.000,becky.jardine,,,,,,,-2006026789,0,0,276,0,0,0,0,0,,,,,,280,0,0
411,*,BBA1596-0011,MPX : Sub - 100 Bishopsgate (CLOSED),Sub 1&2 - 100 Bishopsgate,,LONDON,,,EC2N 4AG,,,0,0,0,70,15/01/2020,,,,,0,0,0,0,0,,2022-07-19 09:03:16.000,becky.jardine,,,,,,,192705547,0,0,276,0,0,0,0,0,,,,,,280,0,0
415,*,BBA1096-1230,SAT : Blackpool DC (992),Metropolitan Drive,,Blackpool,,,FY3 9JD,01253 599 473,,0,0,0,76,04/04/2020,,,,992,342,0,0,0,0,,2022-05-12 10:59:59.000,paul.mallett,blackpool.dc@satcol.org,,,,,,1374655598,0,0,0,0,0,0,0,0,,,,,,280,0,0
418,NULL,BBA1598-0001,PSH : 1st Potton Scouts Hall Group,Hatley Road,,Potton,Bedfordshire,,SG19 2RP,,,0,0,0,70,16/03/2020,,,,,0,0,0,0,0,,2021-08-25 08:47:46.000,paul.mallett,,,,,,,1432280596,0,0,0,0,0,0,0,0,,,,,,280,0,0
394,*,BBA1594-0001,WSF: Wigan Street Food Ltd (was Muay Thai),"Floor 1, 21 Hallgate",,Wigan,Greater Manchester,,WN1 1LR,01942 619911,,0,0,0,0,01/07/2020,,,,,0,0,0,0,0,,2023-06-01 12:33:05.000,becky.jardine,themuaythaikitchen@gmail.com,,,,,,1736244953,0,0,0,0,0,0,0,0,,,,,,280,0,0
408,*,BBA1596-0008,MPX : Chelsea Barracks Phase 4,Chelsea Barracks Phase 4,Ebury Bridge Road,LONDON,,,SW1W 8QF,,,0,0,0,70,15/01/2020,,,,,0,0,0,0,0,,2022-07-19 09:00:03.000,becky.jardine,,,,,,,910436142,0,0,276,0,0,0,0,0,,,,,,280,0,0
410,*,BBA1596-0010,MPX : Westwood Park Trading Estate CLOSED 06/20,Units 44-46 Concord Road,Westwood Park Trading Estate,"Acton, LONDON",,,W3 0TH,,,0,0,0,70,15/01/2020,,,,,0,0,0,0,0,,2022-07-19 08:19:04.000,becky.jardine,,,,,,,56424769,0,0,276,0,0,0,0,0,,,,,,280,0,0
425,*,BBA1096-1234,SAT : Winchester Warehouse (897),"Unit D IAC Buildings,Winnall Trading Estate",Moorside Road,Winchester,Hampshire,,SO23 7US,07827035011,,0,0,0,365,04/04/2020,,,,897,3614,0,0,0,0,,2023-03-15 17:17:33.000,paul.mallett,Daniel.Breeze@satcol.org,,,,,,-264148785,0,0,0,7,0,0,0,0,,,,,,280,0,0
427,*,BBA1096-1236,SAT : Barnsley DC (990),Unit 1 Old Mill Lane,,Barnsley,South Yorkshire,,S71 1LL,01226 397638,,0,0,0,80,04/04/2020,,,,990,363,0,0,0,0,,2022-05-12 11:00:10.000,paul.mallett,Barnsley.DC@satcol.org,,,,,,-685089786,0,0,0,0,0,0,0,0,,,,,,280,0,0
429,*,BBA1596-0016,MPX : 13 Charlotte Mews (Landlord's Supply) CLOSED 10/20,13 Charlotte Mews,Fitzrovia,LONDON,,,W1T 4EJ,,,0,0,0,70,,,,,,0,0,0,0,0,,2022-07-19 08:37:35.000,becky.jardine,,,,,,,210115790,0,0,276,0,0,0,0,0,,,,,,280,0,0
433,*,BBA1596-0020,MPX : 22 North Bishopsgate,22 North Bishopsgate,,LONDON,,,EC2N 4BQ,,,0,0,0,70,,,,,,0,0,0,0,0,,2022-07-19 08:58:18.000,becky.jardine,,,,,,,851464061,0,0,276,0,0,0,0,0,,,,,,280,0,0
435,*,BBA1096-1237,SAT : Shipley DC (988),88 Otley Road,,Shipley,Yorkshire,,BD18 3SA,01274 397 409,,0,0,0,79,,,,,988,324,0,0,0,0,,2022-05-12 11:00:12.000,paul.mallett,Shipley.DC@satcol.org,,,,,,-1870275776,0,0,0,0,0,0,0,0,,,,,,280,0,0
430,*,BBA1596-0017,MPX : 13 Charlotte Mews (Ground Floor) CLOSED 10/20,13 Charlotte Mews,Fitzrovia,LONDON,,,W1T 4EJ,,,0,0,0,70,,,,,,0,0,0,0,0,,2022-07-19 08:37:28.000,becky.jardine,,,,,,,1399701289,0,0,276,0,0,0,0,0,,,,,,280,0,0
431,*,BBA1596-0018,MPX : 13 Charlotte Mews (2nd Floor Office) CLOSED 10/20,13 Charlotte Mews,Fitzrovia,LONDON,,,W1T 4EJ,,,0,0,0,70,,,,,,0,0,0,0,0,,2022-07-19 08:37:22.000,becky.jardine,,,,,,,-1560037187,0,0,276,0,0,0,0,0,,,,,,280,0,0
432,*,BBA1596-0019,MPX : Fairfield (Glasgow),1048 Office Suite 14,Govan Road,GLASGOW,,,G51 4XP,,,0,0,0,84,,,,,,0,0,0,0,0,,2022-08-22 16:45:13.000,kim.dring,,,,,,,795398372,0,0,276,0,0,0,0,0,,,,,,280,0,0
434,*,BBA1596-0021,MPX : Glasgow University Temp Substations 3 & 4,"Temp Substations 3 and 4, Dumbarton Road",,Glasgow,,,G11 6PA,,,0,0,0,84,,,,,,0,0,0,0,0,,2019-12-05 12:23:34.000,evonne.dent,,,,,,,1991699678,0,0,0,0,0,0,0,0,,,,,,0,0,0
401,*,BBA1596-0004,MPX : Glasgow University,Modular Building,University Place,Glasgow,,,G12 8QQ,,,0,0,0,367,15/01/2020,,,,,0,0,0,0,0,,2019-02-21 10:06:46.000,paul.mallett,,,,,,,1816094167,0,0,0,0,0,0,0,0,,,,,,280,0,0
403,NULL,BBA1597-0001,BSB : Beego's Sandwich Bar,32 High Street,,Biggleswade,Bedfordshire,,SG18 0JL,01767 314749,,0,0,0,70,19/08/2020,,,,,0,0,0,0,0,,2019-10-24 11:08:07.000,evonne.dent,,,,,,,1962263131,0,0,0,0,0,0,0,0,,,,,,280,0,0
404,*,BBA1096-1228,SAT : Exeter DC (995),"Unit 1 Northcott Warehouse, 3 Haven Road",Alphington Street,Exeter,Devon,,EX2 8AU,01392 458 140,,0,0,0,369,04/04/2020,,,,995,344,0,0,0,0,,2022-08-26 11:28:00.000,paul.mallett,exeter.dc@satcol.org,,,,,,-1329802780,0,0,0,0,0,0,0,0,,,,,,280,0,0
405,*,BBA1096-1229,SAT : Bolton DC (994),"Unit 2B1, Central Retail Park",Manchester Road,Bolton,Greater Manchester,,BL2 1HQ,01204 866238,,0,0,0,76,04/04/2020,,,,994,493,0,0,0,0,,2022-05-12 10:59:58.000,paul.mallett,bolton.DC@satcol.org,,,,,,-2141481627,0,0,0,0,0,0,0,0,,,,,,280,0,0
406,*,BBA1596-0006,MPX : Carey Street LLS CLOSED JUNE 2019,"Carey Street, Landlord Supply",18 Portugal Street,LONDON,,,WC2A 2AT,,,0,0,0,70,15/01/2020,,,,,0,0,0,0,0,,2022-07-19 08:59:44.000,becky.jardine,,,,,,,789710455,0,0,276,0,0,0,0,0,,,,,,280,0,0
407,*,BBA1596-0007,MPX : 65 Whitfield Street (80 Charlotte Street) CLOSED 08/20,65 Whitfield Street,,LONDON,,,W1T 4HE,,,0,0,0,70,15/01/2020,,,,,0,0,0,0,0,,2022-07-19 08:59:08.000,becky.jardine,,,,,,,-576200758,0,0,276,0,0,0,0,0,,,,,,280,0,0
412,*,BBA1596-0012,MPX : 5-9 Marble Arch - CLOSED 01/21,"TBS, 5-9 Marble Arch",,LONDON,,,W1H 7AA,,,0,0,0,70,15/01/2020,,,,,0,0,0,0,0,,2022-07-19 08:58:38.000,becky.jardine,,,,,,,-1175847112,0,0,276,0,0,0,0,0,,,,,,280,0,0
413,*,BBA1596-0013,MPX : Marble Arch (Great Cumberland Place) CLOSED 02/20,Suite 2 1st Floor,1 Great Cumberland Place,LONDON,,,W1H 7AL,,,0,0,0,70,15/01/2020,,,,,0,0,0,0,0,,2022-07-19 09:01:11.000,becky.jardine,,,,,,,-1763968298,0,0,276,0,0,0,0,0,,,,,,280,0,0
414,*,BBA1579-1131,SCB : Surfin Cafe Ampthill,Surfin Café Ampthill,4 Church Street,Ampthill,Bedfordshire,,MK45 2EH,,,0,0,0,70,26/02/2020,,,,,0,0,0,0,0,,2023-06-01 12:23:14.000,becky.jardine,,,,,,,682159021,0,0,0,0,0,0,0,0,,,,,,280,0,0
416,*,BBA1596-0014,MPX : DAMAC Railway Arches,Miles Street,,LONDON,,,SW8 1SD,,,0,0,0,70,15/01/2020,,,,,0,0,0,0,0,,2022-11-21 12:07:29.000,kim.dring,,,,,,,901056811,0,0,276,0,0,0,0,0,,,,,,280,0,0
417,*,BBA1096-1231,SAT : Wollaston Warehouse (894),Unit 1-3 Williams Way Industrial Estate,Wollaston,Wellingborough,Northamptonshire,,NN29 7RQ,01933 441807,,0,0,0,70,04/04/2020,,,,894,2269,0,0,0,0,,2023-04-04 09:24:09.000,becky.jardine,Jay.Fleming@satcol.org,,,,,,-195059265,0,0,0,0,0,0,0,0,,,,,,280,0,0
419,*,BBA1096-1232,SAT : Kettering DC (993),50-52 Northampton Road,,Kettering,Northamptonshire,,NN15 7JU,01536 428 767,,0,0,0,70,04/04/2020,,,,993,452,0,0,0,0,,2022-05-12 11:00:03.000,paul.mallett,Kettering.dc@satcol.org,,,,,,-293919457,0,0,0,10,0,0,0,0,,,,,,280,0,0
422,*,BBA1600-0001,AED : Amble Electrical Distributors Luton,Unit 9a Finway,Dallow Road,LUTON,Bedfordshire,,LU1 1TR,,,0,0,0,70,11/07/2020,,,,,0,0,0,0,0,,2024-01-11 14:54:06.000,becky.jardine,,,,,,,-905353029,0,0,0,0,0,0,0,0,,,,,,280,0,0
423,*,BBA1599-0002,LCL : Lucky Coffee Ltd - UK Chicken,8 High Street,,Biggleswade,Bedfordshire,,SG18 0JL,01767 310380,,0,0,0,70,24/05/2020,,,,,0,0,0,0,0,,2024-01-11 14:55:03.000,becky.jardine,,,,,,,1562716720,0,0,0,0,0,0,0,0,,,,,,280,0,0
424,*,BBA1596-0015,MPX : TBS 2 Dovehouse CLOSED 10/20,TBS 2 Dovehouse Street,,LONDON,,,SW3 6LA,,,0,0,0,70,15/01/2020,,,,,0,0,0,0,0,,2022-07-19 08:18:53.000,becky.jardine,,,,,,,1705031113,0,0,276,0,0,0,0,0,,,,,,280,0,0
426,*,BBA1096-1235,SAT : Folkestone (836),26-28 Rendezvous Street,,Folkestone,Kent,,CT20 1EZ,01303 249 987,,0,0,0,71,04/04/2020,,,,836,185,0,0,0,0,,2022-05-12 11:00:08.000,paul.mallett,Folkestone.Shop@satcol.org,,,,,,1226032610,0,0,0,0,0,0,0,0,,,,,,280,0,0
1464,NULL,BBA1606-0001,BHL : Belle Hotel Ltd- now Craft Pubs Ltd,The Coach House,12 Market Square,Potton,,,SG19 2NP,,,0,0,0,0,,,,,,0,0,0,0,0,,2023-04-04 08:40:41.000,lesley.lawther,,,,,,,757109362,0,0,0,0,0,0,0,0,,,,,,280,0,0
1513,*,BBA1611-0011,CLA : T-Bromley,15-17 London Road,,Bromley,,,BR1 1DE,,,0,0,0,0,,,,,,0,0,0,0,0,,2023-04-19 14:33:21.000,paul.mallett,,,,,,,576519414,0,0,0,0,0,0,0,0,,,,,,0,0,0
436,*,BBA1096-1238,SAT : Leicester DC (986),174 Narborough Road,,LEICESTER,Leicestershire,,LE3 0BU,01162963599,,0,0,0,75,,,,,986,329,0,0,0,0,,2022-05-12 11:00:14.000,paul.mallett,Leicester.dc@satcol.org,,,,,,-1612829257,0,0,0,0,0,0,0,0,,,,,,280,0,0
437,*,BBA1096-1239,SAT : Southend on Sea (837),91-93 High Street,,Southend on Sea,Essex,,SS1 1HS,01702 341 463,,0,0,0,81,04/04/2020,,,,837,177,0,0,0,0,,2022-12-08 16:35:48.000,becky.jardine,SouthendonSeashop@satcol.org,,,,,,650270054,0,0,0,4,0,0,0,0,,,,,,280,0,0
438,*,BBA1596-0022,MPX : Dovehouse Street,2 Dovehouse Street,,London,,,SW3 6BF,,,0,0,0,70,31/12/2020,,,,,0,0,0,0,0,,2022-07-19 09:00:43.000,becky.jardine,,,,,,,-35104951,0,0,276,0,0,0,0,0,,,,,,280,0,0
440,*,,ZZZ : Test,,,,,,,,,0,0,0,81,31/12/2222,,,,,0,0,0,0,0,,2021-08-26 08:35:45.000,paul.mallett,,,,,,,542755774,0,0,0,0,0,0,0,0,,,,,,280,0,0
441,*,,ZZZ : Test 2,,,,,,,,,0,0,0,0,,,,,,0,0,0,0,0,,2021-08-26 08:35:33.000,paul.mallett,,,,,,,1918700031,0,0,0,0,0,0,0,0,,,,,,0,0,0
442,*,BBA1096-1240,SAT : Hull DC (985),Reed Street,Freetown Way,Hull,,,HU2 8JG,01482 238 400,,0,0,0,78,,,,,985,984,0,0,0,0,,2022-05-12 11:42:29.000,paul.mallett,hull.dc@satcol.org,,,,,,-1614377885,0,0,0,0,0,0,0,0,,,,,,280,0,0
444,*,BBA1596-0023,MPX: Principal Place CLOSED 08/20,2 Principal Place,,London,,,EC2A 2FA,,,0,0,0,70,,,,,,0,0,0,0,0,,2022-07-19 08:47:47.000,becky.jardine,,,,,,,-610862767,0,0,276,0,0,0,0,0,,,,,,280,0,0
445,*,BBA1596-0024,MPX : Bishopsgate Retail St Helens Place CLOSED 10/18,,,,,,,,,0,0,0,70,,,,,,0,0,0,0,0,,2022-08-08 15:22:13.000,kim.dring,,,,,,,-543612943,0,0,276,0,0,0,0,0,,,,,,280,0,0
446,*,BBA1596-0025,MPX : Royal Albert Dock (RAD),,,,,,,,,0,0,0,70,,,,,,0,0,0,0,0,,2022-07-19 09:01:52.000,becky.jardine,,,,,,,813166236,0,0,276,0,0,0,0,0,,,,,,280,0,0
447,*,BBA1596-0026,MPX : 80 Charlotte Street (HV Offices) CLOSED 08/20,80 Charlotte Street,,London,,,Q1T 4QS,,,0,0,0,70,31/12/2020,,,,,0,0,0,0,0,,2022-07-19 08:59:23.000,becky.jardine,,,,,,,435601228,0,0,276,0,0,0,0,0,,,,,,280,0,0
448,*,BBA1596-0027,MPX : 67-69 Whitfield Street LLS (80 Charlotte Street) CLOSED 08/20,67-69 Whitfield Street,,London,,,W1T4DE,,,0,0,0,70,31/12/2020,,,,,0,0,0,0,0,,2022-07-19 08:59:16.000,becky.jardine,,,,,,,-2013787259,0,0,276,0,0,0,0,0,,,,,,280,0,0
449,*,BBA1096-1242,SAT : Hinckley DC (989),Unit 3,5 Rainbow Way,Hinckley,Leicestershire,,LE10 2FE,01455857049,,0,0,0,75,,,,,989,279,0,0,0,0,,2022-05-12 11:00:21.000,paul.mallett,Hinckley.dc@satcol.org,,,,,,-1663393868,0,0,0,0,0,0,0,0,,,,,,280,0,0
450,*,BBA1596-0028,"MPX : DAMAC Tower ",69A Bondway,,London,,,SW8 1GW,,,0,0,0,70,31/12/2020,,,,,0,0,0,0,0,,2022-04-26 16:05:37.000,kim.dring,,,,,,,527708337,0,0,0,0,0,0,0,0,,,,,,280,0,0
451,*,BBA1596-0029,MPX : Marble Arch 2 x HV,The Bryanston,55 Bryanston Street,London,,,W1H 7AA,,,0,0,0,70,31/12/2020,,,,,0,0,0,0,0,,2022-07-19 09:01:16.000,becky.jardine,,,,,,,15128406,0,0,276,0,0,0,0,0,,,,,,280,0,0
452,*,BBA1096-1243,SAT : Chesterfield DC,Foljambe Road,,Chesterfield,,,"S40 1NJ   ",01246 938098,,0,0,0,0,,,,,983,982,0,0,0,0,,2022-05-12 11:00:22.000,paul.mallett,Chesterfield.DC@Satcol.org,,,,,,356989570,0,0,0,0,0,0,0,0,,,,,,280,0,0
453,*,BBA1096-1244,SAT : Kettering Warehouse (896),Unit 7 Weekley Wood Avenue,,Kettering,,,NN14 1UD,,,0,0,0,0,,,,,896,5344,0,0,0,0,,2023-04-05 12:19:45.000,paul.mallett,ketteringdepot@satcol.org,,,,,,1208987861,0,0,0,0,0,0,0,0,,,,,,280,0,0
443,*,BBA1096-1241,SAT : Darlington DC (987),319 North Road,,Darlinton,,,DL1 2JP,"01325 790039 ",,0,0,0,79,04/04/2021,,,,987,333,0,0,0,0,,2022-05-12 11:00:19.000,paul.mallett,Darlington.DC@satcol.org,,,,,,-995660948,30,0,0,0,0,0,0,0,,,,,,280,0,0
455,NULL,BBA1603-0001,LBG : LilBea Group,12a High Street,,Biggleswade,,,SG18 0JL,01767318529,,0,0,0,0,08/07/2021,,,,,0,0,0,0,0,,2020-10-01 14:01:27.000,lesley.lawther,,,,,,,898917742,0,0,0,0,0,0,0,0,,,,,,280,0,0
460,*,BBA1596-0033,MPX : 30 Grosvenor Square  CLOSED 06/22,30 Grosvenor Square,Westminster,London,,,W1A 2LQ,,,0,0,0,70,31/12/2021,,,,,0,0,0,0,0,,2022-08-08 15:21:51.000,kim.dring,,,,,,,1767837997,0,0,276,0,0,0,0,0,,,,,,280,0,0
1461,NULL,BBA1605-0001,CDC : Chiswick Dental,231 Chiswick High Road,,London,,,W4 4PU,07738 011001,,0,0,0,0,03/05/24,,,,,0,0,0,0,0,,2023-06-01 11:48:16.000,becky.jardine,,,,,,,-31401203,0,0,0,0,0,0,0,0,,,,,,280,0,0
1462,*,BBA1096-1246,SAT : Middlesborough DC (984),106-112 Newport Road,Cannock Park,Middlesborough,,,TS1 5JF,,,0,0,0,0,,,,,984,368,0,0,0,0,,2022-05-12 11:00:26.000,paul.mallett,Middlesbrough.dc@satcol.org,,,,,,-1068877030,0,0,0,0,0,0,0,0,,,,,,280,0,0
1465,NULL,BBA1607-0001,MCG : ITV Studios,London Television Centre,58-72 Upper Ground,London,,,SE1 9LT,,,0,0,0,70,02/07/2022,,,,,0,0,0,0,0,,2021-08-25 11:13:17.000,kim.dring,,,,,,,1356204879,0,0,0,0,0,0,0,0,,,,,,0,0,0
1467,*,BBA1096-1247,SAT : Barrow-in-Furness DC (979),Unit B,Walney Road,Barrow in Furness,Cumbria,,LA14 5UN,"01229 481295 ",,0,0,0,0,,,,,979,473,0,0,0,0,,2022-05-12 11:00:28.000,paul.mallett,BarrowinFurness.DC@satcol.org,,,,,,1701295666,0,0,0,0,0,0,0,0,,,,,,280,0,0
1468,*,BBA1096-1248,SAT : Nottingham DC (980),"Unit E, Eastpoint Retail Park",Daleside Road,Nottingham,,,NG2 3GG,01156 480321,,0,0,0,0,,,,,980,470,0,0,0,0,,2022-05-12 11:00:29.000,paul.mallett,Nottingham.DC@satcol.org,,,,,,-1506078710,0,0,0,0,0,0,0,0,,,,,,280,0,0
1470,NULL,BBA1608-0001,MOR : Davy Avenue,9 Davy Avenue,,Milton Keynes,,,MK5 8HJ,,,0,0,0,0,,,,,,0,0,0,0,0,,2022-01-11 15:44:25.000,paul.mallett,,,,,,,65058315,0,0,0,0,0,0,0,0,,,,,,280,0,0
1471,*,BBA1596-0037,"MPX : Argyle Street, Glasgow",TBS,311 Argyle Street,Glasgow,,,G2 8LY,,,0,0,0,70,25/11/2022,,,,,0,0,0,0,0,,2022-09-05 11:39:18.000,kim.dring,,,,,,,1178784946,0,0,276,0,0,0,0,0,,,,,,280,0,0
1473,*,BBA1096-1250,SAT : Renfrew DC (975),Unit 13B West Lodge Road,Renfrew Trade Park,Paisley,,,PA4 9EN,0141 286 0888,,0,0,0,0,,,,,975,918,0,0,0,0,,2022-06-23 10:28:26.000,paul.mallett,Renfrew.DC@satcol.org,,,,,,446974621,0,0,0,0,0,0,0,0,,,,,,280,0,0
1477,*,BBA1096-1253,SAT : Shrewsbury DC (977),Unit A Battlefield Road,,Shrewsbury,,,SY1 4AG,01743 455009,,0,0,0,0,,,,,977,371.61,0,0,0,0,,2023-03-15 15:53:12.000,paul.mallett,Shrewsbury.DC@satcol.org,,,,,,1557839579,0,0,0,0,0,0,0,0,,,,,,280,0,0
1478,NULL,BBA1592-0007,SSW : Bridgwater (new),Northgate Yard,Mount street,Bridgwater,,,TA6 3FG,,,0,0,0,0,16/05/2024,,,,,0,0,0,0,0,,2023-06-01 12:23:57.000,becky.jardine,,,,,,,1478594816,0,0,0,0,0,0,0,0,,,,,,280,0,0
1481,*,BBA1596-0038,MPX : Elephant and Castle,TBS Elephant and Castle,Walworth Road,London,London,,SE1 6FE,,,0,0,0,0,25/11/2022,,,,,0,0,0,0,0,,2022-08-22 15:31:38.000,kim.dring,,,,,,,306195027,0,0,276,0,0,0,0,0,,,,,,280,0,0
1483,*,BBA1096-1255,SAT : Redcar DC (973),180a Corporation Road,,Redcar,,,TS10 1HB,,,0,0,0,0,,,,,973,386.85,0,0,0,0,,2023-03-15 15:51:58.000,paul.mallett,Redcar.DC@satcol.org,,,,,,-476521737,0,0,0,0,0,0,0,0,,,,,,280,0,0
1485,*,BBA1096-1257,SAT : Witham Warehouse,"Unit F8, Briarsford Industrial Estate",Perry Road,Witham,,,CM8 3UX,01621 843347,,0,0,0,0,,,,,,0,0,0,0,0,,2023-03-15 17:18:11.000,paul.mallett,Braintree.DC@satcol.org,,,,,,-1761949125,0,0,0,0,0,0,0,0,,,,,,280,0,0
1486,NULL,BBA1610-0001,IPS : Intec Printing Solutions Ltd,"Unit 11B, Dawkins Road Ind. Estate",,Poole Dorset,,,BH15 4JP,,,0,0,0,0,01/08/23,,,,,0,0,0,0,0,,2023-05-30 11:59:08.000,becky.jardine,,,,,,,-666201284,0,0,0,0,0,0,0,0,,,,,,280,0,0
1488,*,BBA1611-0002,CLA : Mellish Street,TBS,Mellish Street,Isle of Dogs,London,,E14 8PN,,,0,0,0,0,08/08/2023,,,,,0,0,0,0,0,,2022-10-04 14:57:17.000,kim.dring,,,,,,,151930774,0,0,0,0,0,0,0,0,,,,,,0,0,0
1489,*,BBA1611-0002,CLA : Mellish Street,TBS,Mellish Street,Isle of Dogs,London,,E14 8PN,,,0,0,0,70,08/08/2023,,,,,0,0,0,0,0,,2022-10-04 16:07:31.000,kim.dring,,,,,,,711506041,0,0,0,0,0,0,0,0,,,,,,0,0,0
1491,*,BBA1611-0003,PLL : The Heights,TBS,The Heights,London,,,SE7 8JJ,,,0,0,0,70,08/08/2023,,,,,0,0,0,0,0,,2023-08-21 14:02:01.000,paul.mallett,,,,,,,2143441604,0,0,0,0,0,0,0,0,,,,,,280,0,0
1492,*,BBA1611-0004,CLA : BronzeOak,"TBS, BronzeOak House",Stafford Road,Caterham,Surrey,,CR3 6JG,,,0,0,0,71,08/08/2023,,,,,0,0,0,0,0,,2022-10-12 13:21:20.000,kim.dring,,,,,,,872814889,0,0,0,0,0,0,0,0,,,,,,280,0,0
1493,*,BBA1611-0005,HGG : Old Street,134 Old Street,,Islington,London,,EC1V 9BJ,,,0,0,0,70,08/08/2023,,,,,0,0,0,0,0,,2023-12-06 08:30:18.000,paul.mallett,,,,,,,-292367402,0,0,0,0,0,0,0,0,,,,,,280,0,0
1494,*,BBA1611-0006,CLA : Aytoun,Aytoun Road,,London,,,SW9 0TT,,,0,0,0,70,08/08/2023,,,,,0,0,0,0,0,,2022-10-12 13:48:07.000,kim.dring,,,,,,,1163235735,0,0,0,0,0,0,0,0,,,,,,0,0,0
1495,*,BBA1611-0007,CLA : Drill Hall,147 Mile End Road,,London,,,E1 4JL,,,0,0,0,70,08/08/2023,,,,,0,0,0,0,0,,2022-10-12 13:51:32.000,kim.dring,,,,,,,-162007790,0,0,0,0,0,0,0,0,,,,,,0,0,0
1500,*,BBA1096-1260,SAT : Dumfries DC (969),"Unit 2, 78-90 Glasgow Street",,Dumfries,,,DG2 9AQ,01387460684,,0,0,0,0,,,,,969,559.93,0,0,0,0,,2023-05-02 13:09:09.000,lesley.lawther,dumfries.dc.dc@satcol.org,,,,,,1892638819,0,0,0,0,0,0,0,0,,,,,,280,0,0
1501,*,BBA1096-1261,SAT : Newbury DC (972),125 London Road,,Newbury,,,RG14 2BX,,,0,0,0,0,,,,,972,227.61,0,0,0,0,,2023-03-15 15:51:20.000,paul.mallett,Newbury.DC@satcol.org,,,,,,-1264158932,0,0,0,0,0,0,0,0,,,,,,280,0,0
